percent;BoW-term-frequency-IDF;Bow-Binary;AE;BoW-term-frequency;DBERTML;Density;Maalej;VAE;MAE;MVAE
3_%;0.689644853191414;0.214763571202001;0.772799117714964;0.276226054353041;0.802550084991426;0.783111438918063;0.794079915500191;0.821862573688298;0.866985711648841;0.883530428679916
5_%;0.695890647461568;0.234796877141626;0.768115571952739;0.27727471080943;0.801011908229857;0.762306389855237;0.801240021076418;0.827622253228813;0.868685621510759;0.885703510006455
7_%;0.702066712047875;0.223725490044201;0.766776642476983;0.305091078274659;0.804297234279862;0.756341355913225;0.803612329132993;0.823732530880731;0.87041737339715;0.879296633804395
10_%;0.712475963355666;0.212041036893619;0.769784651137449;0.301746909738006;0.79825799438211;0.718898983716066;0.803836080632469;0.814360728167961;0.861452791387747;0.874419967283619
0.25_%;0.712681060553919;0.227584721098915;0.760148943136099;0.299871570552437;0.782054778524566;0.715661591138041;0.764583863724328;0.765483444771986;0.843884065338591;0.864886029149761
0.5_%;0.728419044247143;0.236136238292766;0.76339607772457;0.313466560643996;0.779606182198154;0.698937537283118;0.766564906084125;0.762920414006857;0.847484603865068;0.857545595206568
0.75_%;0.729993623931664;0.239012089704898;0.752358283927912;0.319311468723867;0.777789805165261;0.686877463854929;0.766994426293211;0.767760976544048;0.866295862247345;0.854460781593108
1_%;0.726570459800947;0.238613137487991;0.744098937175676;0.323455397140931;0.776786056883809;0.667415548278088;0.767374365694355;0.751328625885562;0.871670026904384;0.842449614514602
