percent;Bow-Binary;BoW-term-frequency-IDF;AE;BoW-term-frequency;DBERTML;Density;Maalej;VAE;MAE;MVAE
3_%;0.563961956555136;0.509768717073005;0.568385493439911;0.561453665527446;0.56578549087009;0.628073697322986;0.600847680490708;0.569690974678922;0.617777561742416;0.596989662020148
5_%;0.564069432670192;0.520911725058694;0.565027062907603;0.561606505529833;0.563859301631643;0.622311138302057;0.604647104228109;0.565793063152866;0.615151836693139;0.602307600241517
7_%;0.563989616213603;0.531520916177944;0.568111388848051;0.562159405050396;0.565347295285137;0.634853306722315;0.605706143709972;0.568645951587027;0.622794726173202;0.607553069048112
10_%;0.563870048868969;0.541000812050034;0.567525361093623;0.562339196820752;0.5657380633624;0.624983415200062;0.607442922794129;0.565934402921432;0.621162404421642;0.610909978614074
0.25_%;0.589342876449004;0.545625085438196;0.590616230754996;0.588785450427159;0.589731248937536;0.630236232615334;0.623590286375044;0.591278162170277;0.638846522294883;0.621695145407619
0.5_%;0.590202875062777;0.56465706803413;0.590417422971776;0.589281704451522;0.589462881049198;0.626624428463621;0.624109453306216;0.595111433691506;0.636015395843666;0.621692154415158
0.75_%;0.590548341558516;0.57021085027773;0.590631575950794;0.588983504845136;0.590881021128408;0.628088982574611;0.624360151288132;0.591335858709889;0.638562106609621;0.622457040216049
1_%;0.590532412197631;0.574702420203683;0.590397536657874;0.589139423577682;0.591734295787261;0.624700225590672;0.624877570583028;0.590674478813436;0.642222014936726;0.621651259145366
